col_a,col_b,sub_a,sub_b,role_a,role_b,metric,effect_size,p,n_valid,p_adj
Placebo Comparator Arm Number,dropout_YN,Placebo Comparator Arm Number,dropout_YN,num,num,abs_spearman,0.11369552941096689,1.4279357171730095e-109,38016,7.111062639629116e-109
number_of_arms,study_design_info/primary_purpose,number_of_arms,study_design_info/primary_purpose,num,cat,eta,0.11367726339842707,4.956075754083774e-212,77416,3.8247975928255215e-211
mortality_YN,smiless,mortality_YN,smiless__n_items,num,num,abs_spearman,0.11347967409878577,1.9931877935410055e-52,17916,6.534395338983375e-52
brief_title,sponsors/lead_sponsor/agency_class,brief_title__n_items,sponsors/lead_sponsor/agency_class,num,cat,eta,0.1133883645499829,1.8502768927695413e-199,71221,1.3483689379860148e-198
Drug intervention Number,MaskingType-Outcomes Assessor,Drug intervention Number,MaskingType-Outcomes Assessor,num,num,abs_spearman,0.1131973335007878,1.2246403480887223e-229,81170,1.011040287375573e-228
completion_date,enrollment,completion_date__days,enrollment,num,num,abs_spearman,0.11318485377721652,3.140751826017385e-47,16162,9.87945352867494e-47
No Intervention Arm Number,responsible_party/responsible_party_type,No Intervention Arm Number,responsible_party/responsible_party_type,num,cat,eta,0.11294024734084057,2.80833907226507e-187,66924,1.9939207413081993e-186
eligibility/maximum_age,icdcode,eligibility/maximum_age__years,icdcode__n_items,num,num,abs_spearman,0.11289433223666516,2.733061523863242e-121,42760,1.4328392166245056e-120
MaskingType-Participant,Radiation intervention Number,MaskingType-Participant,Radiation intervention Number,num,num,abs_spearman,0.11289205109896798,2.096291588623431e-228,81170,1.724928674744777e-227
ipd_info_type-Clinical Study Report (CSR),mortality_YN,ipd_info_type-Clinical Study Report (CSR),mortality_YN,num,num,abs_spearman,0.1123355196429686,1.57344663307859e-06,1818,2.6049399621587583e-06
MaskingType-Care Provider,sae_rate,MaskingType-Care Provider,sae_rate,num,num,abs_spearman,0.11217218309335399,3.458030989396485e-51,17890,1.127717455203447e-50
completion_date,intervention_browse/mesh_term,completion_date__days,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.11193226459452878,1.6359478098842732e-119,42855,8.540609889837015e-119
Drug intervention Number,location/facility/address/city,Drug intervention Number,location/facility/address/city__n_items,num,num,abs_spearman,0.11177993861161283,1.2659673178480275e-225,81786,1.0348449950172199e-224
eligibility/healthy_volunteers,sponsors/lead_sponsor/agency_class,eligibility/healthy_volunteers,sponsors/lead_sponsor/agency_class,cat,cat,cramers_v,0.11158198709869743,1.3355711607944006e-191,71109,9.564536987245203e-191
Active Comparator Arm Number,sae_rate,Active Comparator Arm Number,sae_rate,num,num,abs_spearman,0.11149958486832108,1.3934680562436047e-50,17886,4.526494274203082e-50
Experimental Arm Number,enrollment,Experimental Arm Number,enrollment,num,num,abs_spearman,0.11146601889613654,3.0509867664909126e-119,43117,1.5861301495250874e-118
dropout_YN,mortality_rate,dropout_YN,mortality_rate,num,num,abs_spearman,0.11143413773109896,1.7264479569273202e-50,17873,5.600813541728969e-50
MaskingType-Investigator,location/facility/address/city,MaskingType-Investigator,location/facility/address/city__n_items,num,num,abs_spearman,0.11136948185092937,2.6438373502202674e-222,81170,2.1261928204845838e-221
ipd_info_type-Analytic Code,study_design_info/masking,ipd_info_type-Analytic Code,study_design_info/masking,num,cat,eta,0.1113287310369592,1.0,2258,1.0
mortality_YN,responsible_party/responsible_party_type,mortality_YN,responsible_party/responsible_party_type,num,cat,eta,0.11132408932978101,3.4582072392994506e-49,17899,1.1074284780488577e-48
dropout_rate,failure_reason,dropout_rate,failure_reason,num,cat,eta,0.11131285654135675,6.463409600589337e-17,6299,1.416364449511861e-16
execution_fail,mortality_rate,execution_fail,mortality_rate,num,num,abs_spearman,0.11094657195491382,3.837264070887854e-50,17903,1.2367835559217013e-49
execution_pass,mortality_rate,execution_pass,mortality_rate,num,num,abs_spearman,0.11094657195491382,3.837264070887854e-50,17903,1.2367835559217013e-49
mortality_rate,sponsors/lead_sponsor/agency_class,mortality_rate,sponsors/lead_sponsor/agency_class,num,cat,eta,0.11085298048895963,9.614816414536486e-48,17916,3.0436711834551804e-47
enrollment,phase,enrollment,phase,num,cat,eta,0.11069513978231282,1.94644670407777e-118,44446,1.0097954195476532e-117
duration_day,enrollment,duration_day,enrollment,num,num,abs_spearman,0.11065242592160364,3.3200165962346716e-45,16162,1.0110589756915637e-44
duration_year,enrollment,duration_year,enrollment,num,num,abs_spearman,0.11065242592160364,3.3200165962346716e-45,16162,1.0110589756915637e-44
duration_month,enrollment,duration_month,enrollment,num,num,abs_spearman,0.1104864979516012,4.488890903076963e-45,16162,1.362013906489164e-44
Experimental Arm Number,sae_YN,Experimental Arm Number,sae_YN,num,num,abs_spearman,0.1104664249200723,1.1214779548068198e-49,17886,3.605268716293593e-49
number_of_arms,responsible_party/responsible_party_type,number_of_arms,responsible_party/responsible_party_type,num,cat,eta,0.11029881256316494,1.3350760418181517e-178,66924,9.267217776307562e-178
failure_reason,intervention/intervention_type,failure_reason,intervention/intervention_type__n_items,cat,num,eta,0.11011367900948674,1.2517501407430198e-54,20769,4.186539838151285e-54
sae_rate,sponsors/lead_sponsor/agency_class,sae_rate,sponsors/lead_sponsor/agency_class,num,cat,eta,0.11002686222093246,4.991385658238065e-47,17916,1.5680901846677105e-46
Experimental Arm Number,brief_title,Experimental Arm Number,brief_title__n_items,num,num,abs_spearman,0.10998411003621522,9.127737242799763e-209,78123,6.915374100108967e-208
Sham Comparator Arm Number,oversight_info/is_fda_regulated_device,Sham Comparator Arm Number,oversight_info/is_fda_regulated_device,num,cat,eta,0.10977226080606726,1.7098923493257e-31,11246,4.613553190091601e-31
intervention_browse/mesh_term,study_design_info/masking,intervention_browse/mesh_term__n_items,study_design_info/masking,num,cat,eta,0.10972928307784437,2.6503039704222365e-182,75043,1.8604534933613722e-181
condition,mortality_rate,condition__n_items,mortality_rate,num,num,abs_spearman,0.10972047810743916,4.16027060162134e-49,17916,1.3305369942122301e-48
dropout_rate,eligibility/maximum_age,dropout_rate,eligibility/maximum_age__years,num,num,abs_spearman,0.1096100914947261,4.685981607209357e-50,18312,1.5083762038750327e-49
completion_date,responsible_party/responsible_party_type,completion_date__days,responsible_party/responsible_party_type,num,cat,eta,0.10869321288119384,4.963340846848412e-111,42745,2.5068906513045333e-110
intervention/intervention_name,location/facility/address/city,intervention/intervention_name__n_items,location/facility/address/city__n_items,num,num,abs_spearman,0.10867161517990613,2.7136085799165498e-213,81786,2.100721906882438e-212
eligibility/healthy_volunteers,study_design_info/masking,eligibility/healthy_volunteers,study_design_info/masking,cat,cat,cramers_v,0.10848969755406115,1.4457054838513991e-176,74940,1.0007181413288932e-175
Behavioral intervention Number,study_design_info/intervention_model,Behavioral intervention Number,study_design_info/intervention_model,num,cat,eta,0.10845577362270074,6.868849228219036e-206,80897,5.141292268712141e-205
location/facility/address/city,oversight_info/is_fda_regulated_drug,location/facility/address/city__n_items,oversight_info/is_fda_regulated_drug,num,cat,eta,0.10842775066243635,2.8927395723150966e-37,13761,8.262595215175879e-37
approval_outcome,number_of_arms,approval_outcome,number_of_arms,num,num,abs_spearman,0.10827825862383139,2.8953087713290143e-74,28187,1.1402285731779082e-73
failure_reason,number_of_arms,failure_reason,number_of_arms,cat,num,eta,0.1082237077161433,4.8526170047833876e-48,18919,1.544014501521987e-47
ipd_info_type-Statistical Analysis Plan (SAP),study_design_info/masking,ipd_info_type-Statistical Analysis Plan (SAP),study_design_info/masking,num,cat,eta,0.10766100783236934,1.0,2258,1.0
ipd_info_type-Informed Consent Form (ICF),sae_rate,ipd_info_type-Informed Consent Form (ICF),sae_rate,num,num,abs_spearman,0.10722054514294184,4.611236328173123e-06,1818,7.514047393777187e-06
enrollment,study_design_info/primary_purpose,enrollment,study_design_info/primary_purpose,num,cat,eta,0.10712029708472483,2.864320549409999e-103,43857,1.3714521320392769e-102
approval_outcome,study_design_info/primary_purpose,approval_outcome,study_design_info/primary_purpose,num,cat,eta,0.1070249160036008,6.348888915017371e-70,30383,2.4123836320822884e-69
Dietary Supplement intervention Number,Drug intervention Number,Dietary Supplement intervention Number,Drug intervention Number,num,num,abs_spearman,0.10694346256268547,1.366660206200357e-206,81786,1.029136549214511e-205
ipd_info_type-Analytic Code,start_date,ipd_info_type-Analytic Code,start_date__days,num,num,abs_spearman,0.10685931090981941,8.523478216126058e-06,1728,1.376273123266618e-05
condition_browse/mesh_term,ipd_info_type-Informed Consent Form (ICF),condition_browse/mesh_term__n_items,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.10677073999519077,7.185333684700925e-07,2145,1.2072720896877483e-06
oversight_info/has_dmc,oversight_info/is_fda_regulated_drug,oversight_info/has_dmc,oversight_info/is_fda_regulated_drug,cat,cat,cramers_v,0.1067070663043733,1.4280542341268745e-32,12404,3.882620100443417e-32
failure_reason,responsible_party/responsible_party_type,failure_reason,responsible_party/responsible_party_type,cat,cat,cramers_v,0.10660483363893136,1.874105834290752e-46,10039,5.836031326080851e-46
ipd_info_type-Clinical Study Report (CSR),study_design_info/primary_purpose,ipd_info_type-Clinical Study Report (CSR),study_design_info/primary_purpose,num,cat,eta,0.10644223275054138,1.0,2143,1.0
MaskingType-Investigator,Radiation intervention Number,MaskingType-Investigator,Radiation intervention Number,num,num,abs_spearman,0.10577178510994169,1.329921698931998e-200,81170,9.777678762858033e-200
brief_title,responsible_party/responsible_party_type,brief_title__n_items,responsible_party/responsible_party_type,num,cat,eta,0.10555534156195265,7.225001633770159e-166,67878,4.724770805241801e-165
eligibility/healthy_volunteers,oversight_info/is_fda_regulated_drug,eligibility/healthy_volunteers,oversight_info/is_fda_regulated_drug,cat,cat,cramers_v,0.10532937738979817,4.5264081628263096e-35,13761,1.2681087130353303e-34
biology_fail,dropout_rate,biology_fail,dropout_rate,num,num,abs_spearman,0.10512029062805521,1.9007006482859607e-35,13897,5.361227140738493e-35
biology_pass,dropout_rate,biology_pass,dropout_rate,num,num,abs_spearman,0.10512029062805521,1.9007006482859607e-35,13897,5.361227140738493e-35
icdcode,mortality_YN,icdcode__n_items,mortality_YN,num,num,abs_spearman,0.10507700792297159,3.655142590047418e-45,17916,1.1103947843848207e-44
Biological intervention Number,sae_rate,Biological intervention Number,sae_rate,num,num,abs_spearman,0.10470616319035608,7.420268006549662e-45,17916,2.24870317027755e-44
study_design_info/allocation,study_design_info/primary_purpose,study_design_info/allocation,study_design_info/primary_purpose,cat,cat,cramers_v,0.10469089710303392,3.92610856268721e-139,61425,2.2532054915191033e-138
Procedure intervention Number,duration_month,Procedure intervention Number,duration_month,num,num,abs_spearman,0.1041513997739947,1.1893783690312917e-103,42855,5.705801635217684e-103
smiless,study_design_info/primary_purpose,smiless__n_items,study_design_info/primary_purpose,num,cat,eta,0.10413781749791529,2.90031724696342e-184,80983,2.0417247475082432e-183
MaskingType-Investigator,Procedure intervention Number,MaskingType-Investigator,Procedure intervention Number,num,num,abs_spearman,0.10407007810827185,8.28004231373722e-170,70854,5.591278573270922e-169
duration_month,eligibility/gender,duration_month,eligibility/gender,num,cat,eta,0.10393396048626873,8.628899162410437e-102,42855,4.053462082909251e-101
Procedure intervention Number,duration_year,Procedure intervention Number,duration_year,num,num,abs_spearman,0.10385784010230935,4.476841185639315e-103,42855,2.1353071681984064e-102
Procedure intervention Number,duration_day,Procedure intervention Number,duration_day,num,num,abs_spearman,0.10385784010230935,4.476841185639315e-103,42855,2.1353071681984064e-102
duration_day,eligibility/gender,duration_day,eligibility/gender,num,cat,eta,0.10378809996637864,1.6632698792224894e-101,42855,7.783852447962784e-101
duration_year,eligibility/gender,duration_year,eligibility/gender,num,cat,eta,0.10378809996637862,1.6632698792226312e-101,42855,7.783852447962784e-101
Placebo Comparator Arm Number,sponsors/lead_sponsor/agency_class,Placebo Comparator Arm Number,sponsors/lead_sponsor/agency_class,num,cat,eta,0.10366395953395563,5.981140947230726e-162,69293,3.801313364160705e-161
completion_date,sponsors/lead_sponsor/agency_class,completion_date__days,sponsors/lead_sponsor/agency_class,num,cat,eta,0.10337167010323439,1.853541299847903e-99,42855,8.561431468628324e-99
location/facility/address/city,oversight_info/has_dmc,location/facility/address/city__n_items,oversight_info/has_dmc,num,cat,eta,0.10324621547031423,4.823021316184985e-109,45926,2.387491627633404e-108
duration_day,icdcode,duration_day,icdcode__n_items,num,num,abs_spearman,0.10324585598301363,7.0099970291394175e-102,42855,3.299212616933987e-101
duration_year,icdcode,duration_year,icdcode__n_items,num,num,abs_spearman,0.10324585598301363,7.0099970291394175e-102,42855,3.299212616933987e-101
MaskingType-Investigator,study_design_info/primary_purpose,MaskingType-Investigator,study_design_info/primary_purpose,num,cat,eta,0.10323958263100538,1.198908314293033e-179,80406,8.345342187726014e-179
Drug intervention Number,oversight_info/is_fda_regulated_drug,Drug intervention Number,oversight_info/is_fda_regulated_drug,num,cat,eta,0.10306678910103734,8.108063026849321e-34,13761,2.2412165318932776e-33
duration_month,icdcode,duration_month,icdcode__n_items,num,num,abs_spearman,0.10291867339245477,3.030495703962026e-101,42855,1.4102587686040514e-100
execution_fail,ipd_info_type-Statistical Analysis Plan (SAP),execution_fail,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.10262980571186667,1.0294131643642595e-06,2257,1.7179930916354498e-06
execution_pass,ipd_info_type-Statistical Analysis Plan (SAP),execution_pass,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.10262980571186667,1.0294131643642595e-06,2257,1.7179930916354498e-06
MaskingType-Participant,execution_pass,MaskingType-Participant,execution_pass,num,num,abs_spearman,0.10227545160951113,6.867067996057787e-122,52422,3.623070906624968e-121
MaskingType-Participant,execution_fail,MaskingType-Participant,execution_fail,num,num,abs_spearman,0.10227545160951113,6.867067996057787e-122,52422,3.623070906624968e-121
intervention/intervention_name,mortality_YN,intervention/intervention_name__n_items,mortality_YN,num,num,abs_spearman,0.10221293840199713,8.115553935805065e-43,17916,2.4268533731017553e-42
MaskingType-Participant,duration_month,MaskingType-Participant,duration_month,num,num,abs_spearman,0.1019221390714095,8.041813656815266e-99,42635,3.6667719150799885e-98
