col_a,col_b,sub_a,sub_b,role_a,role_b,metric,effect_size,p,n_valid,p_adj
failure_reason,start_date,failure_reason,start_date__days,cat,num,eta,0.12273318927699035,1.4891179035546148e-22,6904,3.564988429993466e-22
ipd_info_type-Informed Consent Form (ICF),mortality_YN,ipd_info_type-Informed Consent Form (ICF),mortality_YN,num,num,abs_spearman,0.12266493316851008,1.5508730093688654e-07,1818,2.6726209627473165e-07
ipd_info_type-Informed Consent Form (ICF),oversight_info/has_dmc,ipd_info_type-Informed Consent Form (ICF),oversight_info/has_dmc,num,cat,eta,0.12266168410024146,7.036737920056354e-08,1919,1.2228177434503525e-07
completion_date,study_design_info/intervention_model,completion_date__days,study_design_info/intervention_model,num,cat,eta,0.1225490836565534,3.7067555522159693e-138,42592,2.1224164855430148e-137
eligibility/healthy_volunteers,location/facility/address/city,eligibility/healthy_volunteers,location/facility/address/city__n_items,cat,num,eta,0.12222120921645821,4.321913841410207e-269,81613,3.9340497787195474e-268
Drug intervention Number,No Intervention Arm Number,Drug intervention Number,No Intervention Arm Number,num,num,abs_spearman,0.12192922323479592,1.0605806914149872e-227,69293,8.698161776126216e-227
Experimental Arm Number,location/facility/address/city,Experimental Arm Number,location/facility/address/city__n_items,num,num,abs_spearman,0.1216097049638398,4.177745448914978e-255,78123,3.7077490859120435e-254
MaskingType-Participant,dropout_YN,MaskingType-Participant,dropout_YN,num,num,abs_spearman,0.12133323305719537,2.8146898701475807e-125,38218,1.5041944789928468e-124
Experimental Arm Number,approval_outcome,Experimental Arm Number,approval_outcome,num,num,abs_spearman,0.1207732196235231,4.6215552320659566e-92,28187,2.0326663277316643e-91
study_design_info/masking_num,study_design_info/primary_purpose,study_design_info/masking_num,study_design_info/primary_purpose,num,cat,eta,0.12066096482472731,3.849787329032541e-248,80406,3.356744390402058e-247
dropout_rate,study_design_info/allocation,dropout_rate,study_design_info/allocation,num,cat,eta,0.12041318340328325,3.7693753196335087e-94,29014,1.6726602980873695e-93
Experimental Arm Number,duration_month,Experimental Arm Number,duration_month,num,num,abs_spearman,0.12031593779097942,3.966207711226708e-136,42293,2.2451084652388087e-135
Active Comparator Arm Number,responsible_party/responsible_party_type,Active Comparator Arm Number,responsible_party/responsible_party_type,num,cat,eta,0.12002857857345763,1.3211723551308974e-211,66924,1.0164437469041114e-210
Active Comparator Arm Number,MaskingType-Participant,Active Comparator Arm Number,MaskingType-Participant,num,num,abs_spearman,0.11985187130342734,1.5038988020052754e-219,69142,1.193989943445083e-218
ipd_info_type-Informed Consent Form (ICF),mortality_rate,ipd_info_type-Informed Consent Form (ICF),mortality_rate,num,num,abs_spearman,0.11955754773103831,3.1786037608412483e-07,1818,5.395375919187501e-07
Experimental Arm Number,duration_year,Experimental Arm Number,duration_year,num,num,abs_spearman,0.11955527712620266,2.000689146286556e-134,42293,1.1147337507897067e-133
Experimental Arm Number,duration_day,Experimental Arm Number,duration_day,num,num,abs_spearman,0.11955527712620266,2.000689146286556e-134,42293,1.1147337507897067e-133
Radiation intervention Number,mortality_YN,Radiation intervention Number,mortality_YN,num,num,abs_spearman,0.11882767262383806,2.40300574342387e-57,17916,8.23650934125285e-57
start_date,study_design_info/primary_purpose,start_date__days,study_design_info/primary_purpose,num,cat,eta,0.11861003114664818,7.975600065395025e-126,42836,4.2714151212298785e-125
execution_pass,study_design_info/primary_purpose,execution_pass,study_design_info/primary_purpose,num,cat,eta,0.11853792504473566,7.282294486156683e-153,52095,4.424572566772459e-152
execution_fail,study_design_info/primary_purpose,execution_fail,study_design_info/primary_purpose,num,cat,eta,0.11853792504473565,7.282294486156683e-153,52095,4.424572566772459e-152
sponsors/lead_sponsor/agency_class,study_design_info/masking_num,sponsors/lead_sponsor/agency_class,study_design_info/masking_num,cat,num,eta,0.11837894943635413,1.8997847671985794e-216,70854,1.4987190941233237e-215
Device intervention Number,Sham Comparator Arm Number,Device intervention Number,Sham Comparator Arm Number,num,num,abs_spearman,0.11817493717529833,6.317735895046265e-214,69293,4.921496457426323e-213
Radiation intervention Number,study_design_info/masking_num,Radiation intervention Number,study_design_info/masking_num,num,num,abs_spearman,0.11808719722094269,7.343678519875087e-250,81170,6.425718704890702e-249
MaskingType-Participant,sponsors/lead_sponsor/agency_class,MaskingType-Participant,sponsors/lead_sponsor/agency_class,num,cat,eta,0.11784536111151112,1.7514318346472251e-214,70854,1.3686503487730674e-213
eligibility/healthy_volunteers,failure_reason,eligibility/healthy_volunteers,failure_reason,cat,cat,cramers_v,0.11770531740177184,6.8991613853433905e-62,20706,2.4387505039229484e-61
failure_reason,oversight_info/is_fda_regulated_drug,failure_reason,oversight_info/is_fda_regulated_drug,cat,cat,cramers_v,0.11751713644914653,8.859433414407919e-14,4623,1.8090133142813212e-13
intervention_browse/mesh_term,ipd_info_type-Informed Consent Form (ICF),intervention_browse/mesh_term__n_items,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.11732711033479949,5.0492284462923984e-08,2145,8.798971030179951e-08
oversight_info/is_fda_regulated_device,study_design_info/masking,oversight_info/is_fda_regulated_device,study_design_info/masking,cat,cat,cramers_v,0.11723777456855618,1.8619632763291735e-30,13530,4.922317810295741e-30
approval_outcome,oversight_info/has_dmc,approval_outcome,oversight_info/has_dmc,num,cat,eta,0.1162783566754291,1.5892566734065345e-66,21810,5.912129990142572e-66
eligibility/healthy_volunteers,execution_pass,eligibility/healthy_volunteers,execution_pass,cat,num,eta,0.11597693331646325,3.8058924642431384e-157,52677,2.3526474561303974e-156
eligibility/healthy_volunteers,execution_fail,eligibility/healthy_volunteers,execution_fail,cat,num,eta,0.11597693331646322,3.805892464242628e-157,52677,2.3526474561303974e-156
location/facility/address/city,study_design_info/masking,location/facility/address/city__n_items,study_design_info/masking,num,cat,eta,0.11564354718748542,5.88742297711297e-204,75043,4.393467296734453e-203
Device intervention Number,oversight_info/is_fda_regulated_drug,Device intervention Number,oversight_info/is_fda_regulated_drug,num,cat,eta,0.11562134430959711,4.751810589186923e-35,11339,1.3297578056452144e-34
Active Comparator Arm Number,sponsors/lead_sponsor/agency_class,Active Comparator Arm Number,sponsors/lead_sponsor/agency_class,num,cat,eta,0.1156124259773578,8.364002337610664e-202,69293,6.20434203252612e-201
oversight_info/is_fda_regulated_device,study_design_info/primary_purpose,oversight_info/is_fda_regulated_device,study_design_info/primary_purpose,cat,cat,cramers_v,0.11560904874344774,2.693197306308828e-35,13675,7.562254583251343e-35
MaskingType-Investigator,execution_pass,MaskingType-Investigator,execution_pass,num,num,abs_spearman,0.11537304147499448,8.820448269062274e-155,52422,5.412052826819691e-154
MaskingType-Investigator,execution_fail,MaskingType-Investigator,execution_fail,num,num,abs_spearman,0.11537304147499448,8.820448269062274e-155,52422,5.412052826819691e-154
intervention/intervention_name,patient_data/sharing_ipd,intervention/intervention_name__n_items,patient_data/sharing_ipd,num,cat,eta,0.11526518528819488,5.897820188729145e-40,13510,1.7242450787049324e-39
eligibility/healthy_volunteers,intervention_browse/mesh_term,eligibility/healthy_volunteers,intervention_browse/mesh_term__n_items,cat,num,eta,0.11521032413681384,3.8267668114478962e-239,81613,3.2791432849820764e-238
Radiation intervention Number,study_design_info/masking,Radiation intervention Number,study_design_info/masking,num,cat,eta,0.11513617341981876,4.727976145516904e-202,75043,3.5176708747333846e-201
dropout_rate,sponsors/lead_sponsor/agency_class,dropout_rate,sponsors/lead_sponsor/agency_class,num,cat,eta,0.11493220383331917,4.670081071078065e-110,38302,2.3350405355390323e-109
MaskingType-Participant,study_design_info/primary_purpose,MaskingType-Participant,study_design_info/primary_purpose,num,cat,eta,0.11483056336310266,5.521289131843883e-224,80406,4.4546764586467685e-223
Active Comparator Arm Number,MaskingType-Outcomes Assessor,Active Comparator Arm Number,MaskingType-Outcomes Assessor,num,num,abs_spearman,0.11477305479648024,2.168528694846847e-201,69142,1.603807680563814e-200
completion_date,failure_reason,completion_date__days,failure_reason,num,cat,eta,0.1146188480333899,1.177008902272589e-19,6904,2.710720224418335e-19
Other intervention Number,Placebo Comparator Arm Number,Other intervention Number,Placebo Comparator Arm Number,num,num,abs_spearman,0.11437600725894446,1.947911896346087e-200,69293,1.4278941187079725e-199
ipd_info_type-Analytic Code,phase,ipd_info_type-Analytic Code,phase,num,cat,eta,0.1139285108906042,1.404446021083498e-06,2297,2.3298053153487934e-06
Placebo Comparator Arm Number,ipd_info_type-Clinical Study Report (CSR),Placebo Comparator Arm Number,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.11377675594216964,1.3191680808378953e-07,2139,2.2764810283903955e-07
eligibility/healthy_volunteers,oversight_info/has_dmc,eligibility/healthy_volunteers,oversight_info/has_dmc,cat,cat,cramers_v,0.11377433587624472,3.0046177243232313e-131,45906,1.6518750099431924e-130
Placebo Comparator Arm Number,dropout_YN,Placebo Comparator Arm Number,dropout_YN,num,num,abs_spearman,0.11369552941096689,1.4279357171730095e-109,38016,7.111062639629116e-109
number_of_arms,study_design_info/primary_purpose,number_of_arms,study_design_info/primary_purpose,num,cat,eta,0.11367726339842707,4.956075754083774e-212,77416,3.8247975928255215e-211
mortality_YN,smiless,mortality_YN,smiless__n_items,num,num,abs_spearman,0.11347967409878577,1.9931877935410055e-52,17916,6.534395338983375e-52
brief_title,sponsors/lead_sponsor/agency_class,brief_title__n_items,sponsors/lead_sponsor/agency_class,num,cat,eta,0.1133883645499829,1.8502768927695413e-199,71221,1.3483689379860148e-198
Drug intervention Number,MaskingType-Outcomes Assessor,Drug intervention Number,MaskingType-Outcomes Assessor,num,num,abs_spearman,0.1131973335007878,1.2246403480887223e-229,81170,1.011040287375573e-228
completion_date,enrollment,completion_date__days,enrollment,num,num,abs_spearman,0.11318485377721652,3.140751826017385e-47,16162,9.87945352867494e-47
No Intervention Arm Number,responsible_party/responsible_party_type,No Intervention Arm Number,responsible_party/responsible_party_type,num,cat,eta,0.11294024734084057,2.80833907226507e-187,66924,1.9939207413081993e-186
eligibility/maximum_age,icdcode,eligibility/maximum_age__years,icdcode__n_items,num,num,abs_spearman,0.11289433223666516,2.733061523863242e-121,42760,1.4328392166245056e-120
MaskingType-Participant,Radiation intervention Number,MaskingType-Participant,Radiation intervention Number,num,num,abs_spearman,0.11289205109896798,2.096291588623431e-228,81170,1.724928674744777e-227
ipd_info_type-Clinical Study Report (CSR),mortality_YN,ipd_info_type-Clinical Study Report (CSR),mortality_YN,num,num,abs_spearman,0.1123355196429686,1.57344663307859e-06,1818,2.6049399621587583e-06
MaskingType-Care Provider,sae_rate,MaskingType-Care Provider,sae_rate,num,num,abs_spearman,0.11217218309335399,3.458030989396485e-51,17890,1.127717455203447e-50
completion_date,intervention_browse/mesh_term,completion_date__days,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.11193226459452878,1.6359478098842732e-119,42855,8.540609889837015e-119
Drug intervention Number,location/facility/address/city,Drug intervention Number,location/facility/address/city__n_items,num,num,abs_spearman,0.11177993861161283,1.2659673178480275e-225,81786,1.0348449950172199e-224
eligibility/healthy_volunteers,sponsors/lead_sponsor/agency_class,eligibility/healthy_volunteers,sponsors/lead_sponsor/agency_class,cat,cat,cramers_v,0.11158198709869743,1.3355711607944006e-191,71109,9.564536987245203e-191
Active Comparator Arm Number,sae_rate,Active Comparator Arm Number,sae_rate,num,num,abs_spearman,0.11149958486832108,1.3934680562436047e-50,17886,4.526494274203082e-50
Experimental Arm Number,enrollment,Experimental Arm Number,enrollment,num,num,abs_spearman,0.11146601889613654,3.0509867664909126e-119,43117,1.5861301495250874e-118
dropout_YN,mortality_rate,dropout_YN,mortality_rate,num,num,abs_spearman,0.11143413773109896,1.7264479569273202e-50,17873,5.600813541728969e-50
MaskingType-Investigator,location/facility/address/city,MaskingType-Investigator,location/facility/address/city__n_items,num,num,abs_spearman,0.11136948185092937,2.6438373502202674e-222,81170,2.1261928204845838e-221
mortality_YN,responsible_party/responsible_party_type,mortality_YN,responsible_party/responsible_party_type,num,cat,eta,0.11132408932978101,3.4582072392994506e-49,17899,1.1074284780488577e-48
dropout_rate,failure_reason,dropout_rate,failure_reason,num,cat,eta,0.11131285654135675,6.463409600589337e-17,6299,1.416364449511861e-16
execution_fail,mortality_rate,execution_fail,mortality_rate,num,num,abs_spearman,0.11094657195491382,3.837264070887854e-50,17903,1.2367835559217013e-49
execution_pass,mortality_rate,execution_pass,mortality_rate,num,num,abs_spearman,0.11094657195491382,3.837264070887854e-50,17903,1.2367835559217013e-49
mortality_rate,sponsors/lead_sponsor/agency_class,mortality_rate,sponsors/lead_sponsor/agency_class,num,cat,eta,0.11085298048895963,9.614816414536486e-48,17916,3.0436711834551804e-47
enrollment,phase,enrollment,phase,num,cat,eta,0.11069513978231282,1.94644670407777e-118,44446,1.0097954195476532e-117
duration_day,enrollment,duration_day,enrollment,num,num,abs_spearman,0.11065242592160364,3.3200165962346716e-45,16162,1.0110589756915637e-44
duration_year,enrollment,duration_year,enrollment,num,num,abs_spearman,0.11065242592160364,3.3200165962346716e-45,16162,1.0110589756915637e-44
duration_month,enrollment,duration_month,enrollment,num,num,abs_spearman,0.1104864979516012,4.488890903076963e-45,16162,1.362013906489164e-44
Experimental Arm Number,sae_YN,Experimental Arm Number,sae_YN,num,num,abs_spearman,0.1104664249200723,1.1214779548068198e-49,17886,3.605268716293593e-49
number_of_arms,responsible_party/responsible_party_type,number_of_arms,responsible_party/responsible_party_type,num,cat,eta,0.11029881256316494,1.3350760418181517e-178,66924,9.267217776307562e-178
failure_reason,intervention/intervention_type,failure_reason,intervention/intervention_type__n_items,cat,num,eta,0.11011367900948674,1.2517501407430198e-54,20769,4.186539838151285e-54
sae_rate,sponsors/lead_sponsor/agency_class,sae_rate,sponsors/lead_sponsor/agency_class,num,cat,eta,0.11002686222093246,4.991385658238065e-47,17916,1.5680901846677105e-46
Experimental Arm Number,brief_title,Experimental Arm Number,brief_title__n_items,num,num,abs_spearman,0.10998411003621522,9.127737242799763e-209,78123,6.915374100108967e-208
Sham Comparator Arm Number,oversight_info/is_fda_regulated_device,Sham Comparator Arm Number,oversight_info/is_fda_regulated_device,num,cat,eta,0.10977226080606726,1.7098923493257e-31,11246,4.613553190091601e-31
intervention_browse/mesh_term,study_design_info/masking,intervention_browse/mesh_term__n_items,study_design_info/masking,num,cat,eta,0.10972928307784437,2.6503039704222365e-182,75043,1.8604534933613722e-181
